"","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Habitat"
"286","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Seaweed/Kelp","Nearshore"
"287","Vegetation","Vegetation","Wood","Wood","Wood","Terrestrial"
"288","Vegetation","Vegetation","Berries","Berries","Blueberry","Terrestrial"
"289","Vegetation","Vegetation","Berries","Berries","Low Bush Cranberry","Terrestrial"
"290","Vegetation","Vegetation","Berries","Berries","High Bush Cranberry","Terrestrial"
"291","Vegetation","Vegetation","Berries","Berries","Elderberry","Terrestrial"
"292","Vegetation","Vegetation","Berries","Berries","Gooseberry","Terrestrial"
"293","Vegetation","Vegetation","Berries","Berries","Currants","Terrestrial"
"294","Vegetation","Vegetation","Berries","Berries","Huckleberry","Terrestrial"
"295","Vegetation","Vegetation","Berries","Berries","Cloud Berry","Terrestrial"
"296","Vegetation","Vegetation","Berries","Berries","Nagoonberry","Terrestrial"
"297","Vegetation","Vegetation","Berries","Berries","Raspberry","Terrestrial"
"298","Vegetation","Vegetation","Berries","Berries","Salmonberry","Terrestrial"
"299","Vegetation","Vegetation","Berries","Berries","Soapberry","Terrestrial"
"300","Vegetation","Vegetation","Berries","Berries","Strawberry","Terrestrial"
"301","Vegetation","Vegetation","Berries","Berries","Thimbleberry","Terrestrial"
"302","Vegetation","Vegetation","Berries","Berries","Twisted Stalk Berry (Watermelon Berry)","Terrestrial"
"303","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Beach Asparagus","Terrestrial"
"304","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Goose Tongue","Terrestrial"
"305","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Rhubarb","Terrestrial"
"306","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Eskimo Potato","Terrestrial"
"307","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Devils Club","Terrestrial"
"308","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Fiddlehead Ferns","Terrestrial"
"309","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Nettle","Terrestrial"
"310","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Hudson Bay Tea","Terrestrial"
"311","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Indian Rice","Terrestrial"
"312","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Mint","Terrestrial"
"313","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Salmonberry Shoots","Terrestrial"
"314","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Skunk Cabbage","Terrestrial"
"315","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Sourdock","Terrestrial"
"316","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Spruce Tips","Terrestrial"
"317","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Celery","Terrestrial"
"318","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Parsley","Terrestrial"
"319","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Rose Hips","Terrestrial"
"320","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Other Wild Greens","Terrestrial"
"321","Vegetation","Vegetation","Mushrooms","Mushrooms","Unknown Mushrooms","Terrestrial"
"322","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Black Seaweed","Nearshore"
"323","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Bull Kelp","Nearshore"
"324","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Red Seaweed","Nearshore"
"325","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Sea Ribbons","Nearshore"
"326","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Giant Kelp","Nearshore"
"327","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Alaria","Nearshore"
"328","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Unknown Seaweed","Nearshore"
"329","Vegetation","Vegetation","Wood","Wood","Alder","Terrestrial"
"330","Vegetation","Vegetation","Wood","Wood","Other Wood","Terrestrial"
"331","Vegetation","Vegetation","Berries","Berries","Crowberry","Terrestrial"
"332","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Other Beach Greens","Terrestrial"
"333","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Dandelion Greens","Terrestrial"
"334","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Yarrow","Terrestrial"
"335","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Sorrel","Terrestrial"
"336","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Fireweed","Terrestrial"
"337","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Plantain","Terrestrial"
"338","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Red Laver (Dulse)","Nearshore"
"339","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Bladder Wrack","Nearshore"
"340","Vegetation","Vegetation","Wood","Wood","Spruce Pitch","Terrestrial"
"341","Vegetation","Vegetation","Berries","Berries","Blackberry","Terrestrial"
"342","Vegetation","Vegetation","Berries","Berries","Other Wild Berry","Terrestrial"
"343","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Lambs Quarter","Terrestrial"
"344","Vegetation","Vegetation","Wood","Wood","Spruce","Terrestrial"
"345","Vegetation","Vegetation","Wood","Wood","Cottonwood","Terrestrial"
"346","Vegetation","Vegetation","Berries","Berries","Serviceberry","Terrestrial"
"347","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Sweet Potato","Terrestrial"
"348","Vegetation","Vegetation","Wood","Wood","Bark","Terrestrial"
"349","Vegetation","Vegetation","Wood","Wood","Roots","Terrestrial"
"350","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Stinkweed","Terrestrial"
"351","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Unknown Greens from Land","Terrestrial"
"352","Vegetation","Vegetation","Mushrooms","Mushrooms","Chaga","Terrestrial"
"353","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Chives","Terrestrial"
"354","Vegetation","Vegetation","Wood","Wood","Willow","Terrestrial"
"355","Vegetation","Vegetation","Coal","Coal","Coal","Terrestrial"
"356","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Unknown Kelp","Nearshore"
