,Project_Name,Site_Year_Code,Habitat,Taxa_lvl1,Taxa_lvl2,Taxa_lvl3,Taxa_lvl4,Taxa_lvl5,Resource_Code,Resource_Name,Sampled_households,Est_Num_Community_Households,Sampled_Population,Est_Comm_Population,Most_Rep_Year,Conversion_Units_To_Pounds,Resource_Harvest_Units,Percent_Using,Percent_Attempting_to_Harvest,Percent_Harvesting,Percent_Receiving,Percent_Giving,Reported_Pounds_Harvested,Estimated_Total_Pounds_Harvested,Lower_Pounds_Harvested,Upper_Pounds_Harvested,Mean_Pounds_Per_Household,Percapita_Pounds_Harvested,Number_Of_Resource_Harvested,Estimated_Amount_Harvested,Percent_Of_Total_Harvest,Mean_Grams_Per_Capita_Use,Mean_Pounds_Per_Capita_Use,Mean_Grams_Percapita_Harvest
1788,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Sockeye Salmon,115000000,Sockeye Salmon,15,20,41,54.7,No,4.51,Ind.,0.2,0.133,0.067,0.133,0,45.1,60,-4,125,3.01,1.1,10,13,5.93E-05,6.834918,5.5,1.3669835
1789,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Sockeye Salmon,115000000,Sockeye Salmon,21,27,43,55.3,Yes,4.6324,Ind.,0.095,0.095,0.095,0,0,194.6,250.1,194.6,435.92432,9.3,4.5,42,54,0.018,59,47.5,5.6
1790,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Unknown Salmon,119000000,Unknown Salmon,15,20,41,54.7,No,6.42,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1791,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Unknown Salmon,119000000,Unknown Salmon,21,27,43,55.3,Yes,5.0241337,Ind.,0.048,0,0,0.048,0,0,0,NA,NA,0,0,0,0,0,0,0,0
1792,Tongass Resource Use Cooperative Study 1987,Whale Pass_1987,Marine,Fish,Non-Salmon Fish,Herring,Herring,Herring,120200000,Herring,18,18,51,51,No,1,lb.,0.16700001,NA,0.055999998,0.111,0,8,8,8,8,0.444,0.16,8,8,8.76E-06,1.1906226,0.95808375,0.19883397
1793,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Herring,Herring,Herring,120200000,Herring,15,20,41,54.7,No,1,lb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1794,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Herring,Herring,Herring,120200000,Herring,21,27,43,55.3,Yes,6,Gal.,0.42900002,0.42900002,0.42900002,0,0.048,337,433.3,337,610.08636,16,7.8,56.2,72.2,0.032,22.7,18.3,9.7
1795,Prince of Wales 1998/1999,Whale Pass_1998,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120302000,Herring Roe/Unspecified,15,20,41,54.7,No,1,lb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1796,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120302000,Herring Roe/Unspecified,21,27,43,55.3,Yes,7,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1797,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120304000,Herring Sac Roe,21,27,43,55.3,Yes,7,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1798,Tongass Resource Use Cooperative Study 1987,Whale Pass_1987,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120306000,Herring Spawn on Kelp,18,18,51,51,No,NA,NA,0.111,NA,0,0.111,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1799,Prince of Wales 1998/1999,Whale Pass_1998,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120306000,Herring Spawn on Kelp,15,20,41,54.7,No,1,lb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1800,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120306000,Herring Spawn on Kelp,21,27,43,55.3,Yes,7,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1801,Prince of Wales 1998/1999,Whale Pass_1998,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120308000,Herring Roe on Hair Seaweed,15,20,41,54.7,No,1,lb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1802,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120308000,Herring Roe on Hair Seaweed,21,27,43,55.3,Yes,7,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1803,Prince of Wales 1998/1999,Whale Pass_1998,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120310000,Herring Roe on Hemlock Branches,15,20,41,54.7,No,1,lb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1804,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120310000,Herring Roe on Hemlock Branches,21,27,43,55.3,Yes,7,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1805,Tongass Resource Use Cooperative Study 1987,Whale Pass_1987,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,"Eulachon (hooligan, candlefish)",120404000,"Eulachon (hooligan, candlefish)",18,18,51,51,No,NA,NA,0.055999998,NA,0,0.055999998,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1806,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,"Eulachon (hooligan, candlefish)",120404000,"Eulachon (hooligan, candlefish)",15,20,41,54.7,No,0.25,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1807,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,"Eulachon (hooligan, candlefish)",120404000,"Eulachon (hooligan, candlefish)",21,27,43,55.3,Yes,9,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1808,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,Silver Smelt,120410000,Silver Smelt,15,20,41,54.7,No,9,Gal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1809,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,Silver Smelt,120410000,Silver Smelt,21,27,43,55.3,Yes,9,Gal.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1810,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,Unknown Smelt,120499000,Unknown Smelt,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1811,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Pacific Cod (gray),121004000,Pacific Cod (gray),15,20,41,54.7,No,3.2,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1812,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Pacific Cod (gray),121004000,Pacific Cod (gray),21,27,43,55.3,Yes,3.2,Ind.,0.048,0.095,0.048,0,0,3.2,4.1,3.2,8.1303005,0.2,0.1,1,1.3,0,1.9,1.6,0.1
1813,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Pacific Tom Cod,121008000,Pacific Tom Cod,15,20,41,54.7,No,0.5,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1814,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Pacific Tom Cod,121008000,Pacific Tom Cod,21,27,43,55.3,Yes,0.5,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1815,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Walleye Pollock (whiting),121012000,Walleye Pollock (whiting),15,20,41,54.7,No,1.4,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1816,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Unknown Gadiformes,121099000,Unknown Cod,15,20,41,54.7,No,2.88,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1817,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Unknown Gadiformes,121099000,Unknown Cod,21,27,43,55.3,Yes,3,Ind.,0.048,0.048,0.048,0,0,3,3.9,3,7.7337003,0.1,0.1,1,1.3,0,1.8,1.5,0.1
1818,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Flounder,Flounder,Unknown Flounder,121499000,Unknown Flounder,15,20,41,54.7,No,3,Ind.,0.067,0.067,0.067,0.067,0,12,16,-1,33,0.8,0.29,4,5,1.58E-05,5.3789043,4.328358,0.36038655
1819,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Kelp Greenling,121604000,Kelp Greenling,21,27,43,55.3,Yes,1,Ind.,0.048,0.048,0.048,0,0,2,2.6,2,5.1558,0.1,0,2,2.6,0,1.2,1,0.1
1820,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Lingcod,121606000,Lingcod,15,20,41,54.7,No,6.3,Ind.,0.133,0.133,0.133,0.067,0.067,18.9,25,6,45,1.26,0.46,3,4,2.47E-05,4.298103,3.4586465,0.5716477
1821,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Lingcod,121606000,Lingcod,21,27,43,55.3,Yes,6.3,Ind.,0.23799999,0.23799999,0.143,0.095,0,69.3,89.1,69.3,148.6188,3.3,1.6,11,14.1,0.007,8.4,6.8,2
1822,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Rock Greenling,121608000,Rock Greenling,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1823,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Unknown Greenling,121699000,Unknown Greenling,21,27,43,55.3,Yes,1,Ind.,0.048,0.048,0.048,0,0,3,3.9,3,7.7337003,0.1,0.1,3,3.9,0,1.8,1.5,0.1
1824,Tongass Resource Use Cooperative Study 1987,Whale Pass_1987,Marine,Fish,Non-Salmon Fish,Halibut,Halibut,Halibut,121800000,Halibut,18,18,51,51,No,1,lb.,0.77800006,NA,0.556,0.333,0.278,1076,1076,1076,1076,59.778,21.1,1076,1076,0.001178016,33.70338,27.120823,26.221231
1825,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Halibut,Halibut,Halibut,121800000,Halibut,15,20,41,54.7,No,1,lb.,0.8,0.6,0.6,0.467,0.4,1120,1493,993,1994,74.67,27.32,1120,1493,0.00147661,42.438625,34.15,33.9509
1826,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Halibut,Halibut,Halibut,121800000,Halibut,21,27,43,55.3,Yes,1,lb.,0.905,0.619,0.524,0.42900002,0.38099998,2393.3,3077.1,2393.3,4049.4639,114,55.7,2393.3,3077.1,0.225,76.4,61.5,69.2
1827,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Perch,Perch,Sea Perch,122202000,Sea Perch,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1828,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Perch,Perch,Unknown Perch,122299000,Unknown Perch,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1829,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Black Rockfish,122602000,Black Rockfish,15,20,41,54.7,No,1.5,Ind.,0.067,0.067,0.067,0.067,0.067,15,20,-1,41,1,0.37,10,13,1.98E-05,6.86274,5.5223885,0.45980358
1830,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Black Rockfish,122602000,Black Rockfish,21,27,43,55.3,Yes,2,Ind.,0.095,0.095,0.095,0,0.048,44,56.6,44,107.20039,2.1,1,22,28.3,0.004,13.4,10.7,1.3
1831,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Red Rockfish,122604000,Red Rockfish,15,20,41,54.7,No,4,Ind.,0.26700002,0.2,0.2,0.2,0.133,252,336,127,545,16.8,6.15,63,84,0.000332311,28.624273,23.033707,7.642681
1832,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Yellow Eye Rockfish,122606000,Yellow Eye Rockfish,21,27,43,55.3,Yes,3,Ind.,0.42900002,0.286,0.23799999,0.19,0,24,30.9,24,46.9371,1.1,0.6,8,10.3,0.002,1.6,1.3,0.7
1833,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Quillback Rockfish,122612000,Quillback Rockfish,21,27,43,55.3,Yes,3,Ind.,0.048,0.048,0.048,0,0,21,27,21,53.541,1,0.5,7,9,0.002,12.7,10.3,0.6
1834,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Brown Rockfish,122614000,Brown Rockfish,21,27,43,55.3,Yes,3,Ind.,0.048,0.095,0.048,0,0,6,7.7,6,15.2691,0.3,0.1,2,2.6,0.001,3.6,2.9,0.2
1835,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Unknown Rockfish,122699000,Unknown Rockfish,15,20,41,54.7,No,3.06,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1836,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Rockfish,Rockfish,Unknown Rockfish,122699000,Unknown Rockfish,21,27,43,55.3,Yes,3,Ind.,0.095,0.095,0.095,0,0,45,57.9,45,97.2141,2.1,1,15,19.3,0.004,13.7,11,1.3
1837,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Sablefish,Sablefish,Sablefish (black cod),122800000,Sablefish (black cod),15,20,41,54.7,No,3.7,Ind.,0.133,0.133,0.133,0.067,0.067,11.1,15,3,26,0.74,0.27,3,4,1.48E-05,2.5227995,2.0300753,0.33553234
1838,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Sablefish,Sablefish,Sablefish (black cod),122800000,Sablefish (black cod),21,27,43,55.3,Yes,4,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1839,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Sculpin,Sculpin,Buffalo Sculpin,123002000,Buffalo Sculpin,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1840,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Sculpin,Sculpin,Buffalo Sculpin,123002000,Buffalo Sculpin,21,27,43,55.3,Yes,1,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1841,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Sculpin,Irish Lord,Red Irish Lord,123006020,Red Irish Lord,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1842,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Sculpin,Irish Lord,Red Irish Lord,123006020,Red Irish Lord,21,27,43,55.3,Yes,1,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1843,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Sculpin,Sculpin,Unknown Sculpin,123099000,Unknown Sculpin,15,20,41,54.7,No,0.5,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1844,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Shark,Shark,Dogfish,123202000,Dogfish,15,20,41,54.7,No,9,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1845,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Shark,Shark,Unknown Shark,123299000,Unknown Shark,15,20,41,54.7,No,9,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1846,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Shark,Shark,Unknown Shark,123299000,Unknown Shark,21,27,43,55.3,Yes,9,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1847,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Skates,Skates,Skates,123400000,Skates,15,20,41,54.7,No,5,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1848,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Marine,Fish,Non-Salmon Fish,Skates,Skates,Skates,123400000,Skates,21,27,43,55.3,Yes,5,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1849,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Sole,Sole,Unknown Sole,123699000,Unknown Sole,15,20,41,54.7,No,1,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1850,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Char,Char,Brook Trout,125004000,Brook Trout,15,20,41,54.7,No,1.4,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1851,Tongass Resource Use Cooperative Study 1987,Whale Pass_1987,Freshwater_Anadromous,Fish,Non-Salmon Fish,Char,Char,Dolly Varden,125006000,Dolly Varden,18,18,51,51,No,2.7,Ind.,0.667,NA,0.611,0.111,0.055999998,556.2,556,556,556,30.9,10.9,206,206,0.000608715,20.308193,16.34183,13.545564
1852,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Char,Char,Dolly Varden,125006000,Dolly Varden,15,20,41,54.7,No,2.7,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1853,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Non-Salmon Fish,Char,Char,Dolly Varden,125006000,Dolly Varden,21,27,43,55.3,Yes,3,Ind.,0.048,0.048,0.048,0,0,12,15.4,12,30.5382,0.6,0.3,4,5.1,0.001,7.3,5.9,0.3
1854,Prince of Wales 1998/1999,Whale Pass_1998,Marine,Fish,Non-Salmon Fish,Grayling,Grayling,Grayling,125200000,Grayling,15,20,41,54.7,No,0.7,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1855,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Cutthroat Trout,126202000,Cutthroat Trout,15,20,41,54.7,No,1.5,Ind.,0.133,0.2,0.133,0.067,0.067,55.5,74,16,132,3.7,1.35,37,49,7.32E-05,12.613997,10.150376,1.6776617
1856,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Cutthroat Trout,126202000,Cutthroat Trout,21,27,43,55.3,Yes,1.5,Ind.,0.333,0.333,0.333,0,0.048,289.5,372.2,289.5,572.8158,13.8,6.7,193,248.1,0.027,25.1,20.2,8.4
1857,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Rainbow Trout,126204000,Rainbow Trout,15,20,41,54.7,No,2,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1858,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Rainbow Trout,126204000,Rainbow Trout,21,27,43,55.3,Yes,2,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1859,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Steelhead,126206000,Steelhead,15,20,41,54.7,No,8.5,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1860,Index Communities Year 2 (Southeast AK),Whale Pass_2012,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Steelhead,126206000,Steelhead,21,27,43,55.3,Yes,8.5,Ind.,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
1861,Prince of Wales 1998/1999,Whale Pass_1998,Freshwater_Anadromous,Fish,Non-Salmon Fish,Trout,Trout,Unknown Trout,126299000,Unknown Trout,15,20,41,54.7,No,0,Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1862,Tongass Resource Use Cooperative Study 1987,Whale Pass_1987,Marine,Fish,Non-Salmon Fish,Unknown Non-Salmon Fish,Unknown Non-Salmon Fish,Unknown Non-Salmon Fish,129900000,Unknown Non-Salmon Fish,18,18,51,51,No,1,lb.,0.111,NA,0.111,0,0.055999998,24,24,24,24,1.333,0.47,24,24,2.63E-05,5.2619348,4.234234,0.5840748
1863,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Chum Salmon,111000000,Chum Salmon,24,41,83,141.8,Yes,6.92,Ind.,0.16700001,0.083000004,0.083000004,0.125,0.083000004,13.84,24,2,45,0.58,0.17,2,3,9.49E-06,1.2650365,1.017964,0.2112611
1864,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Coho Salmon,112000000,Coho Salmon,24,41,83,141.8,Yes,5.44,Ind.,0.75,0.792,0.75,0.083000004,0.20799999,1262.08,2156,1556,2757,52.59,15.21,232,396,0.000852342,25.202206,20.28,18.901655
1865,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Chinook Salmon,113000000,Chinook Salmon,24,41,83,141.8,Yes,12.68,Ind.,0.292,0.25,0.25,0.125,0.042,317,542,189,894,13.21,3.82,25,43,0.000214272,16.2574,13.082191,4.747161
1866,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Pink Salmon,114000000,Pink Salmon,24,41,83,141.8,Yes,2.18,Ind.,0.125,0.125,0.125,0,0,27.25,47,9,84,1.14,0.33,12.5,21,1.86E-05,3.2807608,2.64,0.4100951
1867,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Sockeye Salmon,115000000,Sockeye Salmon,24,41,83,141.8,Yes,4.74,Ind.,0.20799999,0.16700001,0.16700001,0.083000004,0,109.02,186,43,329,4.54,1.31,23,39,7.35E-05,7.826698,6.298077,1.627953
1868,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Salmon,Oncorhynchus,Oncorhynchus,Unknown Salmon,119000000,Unknown Salmon,24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1869,Southeast Harvest Update 1996,Whitestone_1996,Marine,Fish,Non-Salmon Fish,Herring,Herring,Herring,120200000,Herring,24,41,83,141.8,Yes,1,lb.,0.25,0.25,0.25,0,0,150,256,63,449,6.25,1.81,150,256,0.000101206,8.997237,7.24,2.2493093
1870,Southeast Harvest Update 1996,Whitestone_1996,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120302000,Herring Roe/Unspecified,24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1871,Southeast Harvest Update 1996,Whitestone_1996,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120306000,Herring Spawn on Kelp,24,41,83,141.8,Yes,NA,NA,0.042,0,0,0.042,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1872,Southeast Harvest Update 1996,Whitestone_1996,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120308000,Herring Roe on Hair Seaweed,24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1873,Southeast Harvest Update 1996,Whitestone_1996,Nearshore,Fish,Non-Salmon Fish,Herring,Herring Roe,Herring Roe,120310000,Herring Roe on Hemlock Branches,24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1874,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,Capelin (grunion),120402000,Capelin (grunion),24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1875,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,"Eulachon (hooligan, candlefish)",120404000,"Eulachon (hooligan, candlefish)",24,41,83,141.8,Yes,9,Gal.,0.042,0.042,0.042,0,0,135,231,-77,538,5.63,1.63,15,26,9.13E-05,48.229076,38.809525,2.0256212
1876,Southeast Harvest Update 1996,Whitestone_1996,Freshwater_Anadromous,Fish,Non-Salmon Fish,Smelt,Smelt,Silver Smelt,120410000,Silver Smelt,24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1877,Southeast Harvest Update 1996,Whitestone_1996,Marine,Fish,Non-Salmon Fish,Bass,Bass,Sea Bass,120602000,Sea Bass,24,41,83,141.8,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
